browser,browser_version,city,commentId,commentMessage,contentId,contentName,contentType,created,currentSpaceId,current_url,device,distinct_id,errorStateCode,event,event_1,feedItemActorId,feedItemActorType,feedItemDescription,feedItemId,feedItemTargetType,feedItemTargetTypeId,feedItemVerbId,hasFinishedOnboarding,hasSetPassword,id,initial_referrer,initial_referring_domain,lib_version,mediaDescription,mediaProviderName,mediaProviderUrl,mediaTitle,mediaType,mediaUrl,mp_country_code,mp_lib,name,notificationActorId,notificationActorType,notificationDescription,notificationId,notificationTargetType,notificationTargetTypeId,notificationVerbId,os,path,postId,postMessage,referrer,referrer.1,referring_domain,region,screen,screen_height,screen_width,search,spaceId,space_1,time,time_1,title,topic,topicId,topicName,updatedAt,url,usingStandaloneApp,utmTargetURL,utm_medium,utm_source
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282902,2016-02-01 00:28:22,,personlighet,56937c2844594e24000d57cd,Beskjeder,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/beskjeder/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/beskjeder/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282902,2016-02-01 00:28:22,Trive - Master anything,beskjeder,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/beskjeder/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282903,2016-02-01 00:28:23,,beskjeder,56937c463844fb2600a93b27,Kursinformasjon,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/beskjeder/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/kursinformasjon/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/kursinformasjon/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/beskjeder/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282903,2016-02-01 00:28:23,Trive - Master anything,kursinformasjon,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/beskjeder/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/kursinformasjon/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/organisasjon/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/organisasjon/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/kursinformasjon/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282905,2016-02-01 00:28:25,Trive - Master anything,organisasjon,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/kursinformasjon/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/kursinformasjon/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282905,2016-02-01 00:28:25,,kursinformasjon,56937c5444594e24000d57d4,Organisasjon,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/organisasjon/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/organisasjon/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282906,2016-02-01 00:28:26,Trive - Master anything,motivasjon,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/organisasjon/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/organisasjon/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282906,2016-02-01 00:28:26,,organisasjon,56937c623844fb2600a93b2e,Motivasjon,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282909,2016-02-01 00:28:29,,motivasjon,56937c7144594e24000d57db,Personlighet,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282910,2016-02-01 00:28:30,Trive - Master anything,personlighet,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics//feed Page,Viewed feed/all,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics//feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282918,2016-02-01 00:28:38,Trive - Master anything,all,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Selected all topics,Selected all topics,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282918,2016-02-01 00:28:38,,personlighet,,,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282926,2016-02-01 00:28:46,,all,56937ca93844fb2600a93b35,Persepsjon,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics//feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282926,2016-02-01 00:28:46,Trive - Master anything,persepsjon,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282928,2016-02-01 00:28:48,Trive - Master anything,personlighet,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282928,2016-02-01 00:28:48,,persepsjon,56937c7144594e24000d57db,Personlighet,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Uploaded file,Uploaded file,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282956,2016-02-01 00:29:16,,personlighet,,,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282963,2016-02-01 00:29:23,Trive - Master anything,motivasjon,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282963,2016-02-01 00:29:23,,personlighet,56937c623844fb2600a93b2e,Motivasjon,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282965,2016-02-01 00:29:25,Trive - Master anything,personlighet,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/motivasjon/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282965,2016-02-01 00:29:25,,motivasjon,56937c7144594e24000d57db,Personlighet,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282969,2016-02-01 00:29:29,Trive - Master anything,persepsjon,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282969,2016-02-01 00:29:29,,personlighet,56937ca93844fb2600a93b35,Persepsjon,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282970,2016-02-01 00:29:30,Trive - Master anything,personlighet,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282970,2016-02-01 00:29:30,,persepsjon,56937c7144594e24000d57db,Personlighet,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Uploaded file,Uploaded file,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454282996,2016-02-01 00:29:56,,personlighet,,,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,Økt3_personlighet_trive.pptx,file,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/personlighet/feed,,569368472bea66f99e5af2a5,,Created content,Created content,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454283023,2016-02-01 00:30:23,,personlighet,,,2016-01-11T14:50:00,,False,,,
Firefox,44.0,,,,,,,2016-01-10T21:05:41,56936bb72bea66f99e5af2a6,https://my.triveapp.com/spaces/56936bb72bea66f99e5af2a6/topics//feed,,569368342bea66f99e5af2a4,,Logged in,Logged in,,,,,,,,True,True,569368342bea66f99e5af2a4,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,,feed,768,1366,,,KLS3551 Kulturledelse,1454284526,2016-02-01 00:55:26,,all,,,2016-01-11T15:07:23,,False,,,
Firefox,44.0,,,,,,,2016-01-10T21:05:41,56936bb72bea66f99e5af2a6,https://my.triveapp.com/spaces/56936bb72bea66f99e5af2a6/topics//feed,,569368342bea66f99e5af2a4,,Viewed /spaces/56936bb72bea66f99e5af2a6/topics//feed Page,Viewed feed/all,,,,,,,,True,True,569368342bea66f99e5af2a4,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bb72bea66f99e5af2a6/topics//feed,,,,,,,,Windows,/spaces/56936bb72bea66f99e5af2a6/topics//feed,,,,,,,feed,768,1366,,,KLS3551 Kulturledelse,1454284526,2016-02-01 00:55:26,Trive - Master anything,all,,,2016-01-11T15:07:23,https://my.triveapp.com/spaces/56936bb72bea66f99e5af2a6/topics//feed,False,,,
Firefox,44.0,,56ae91c329028e26009141aa,"Hei Sara,
Takk for spørsmålet. Jeg har snakket litt med Kristian angående posting av blogg. Vi har blitt enige om at dere laster opp en fil og legger en kort tittel/beskrivelse i ""emne"". Jeg får Øyvind til å si noe om dette på tirsdag.",,,,2016-01-10T21:05:41,56936bb72bea66f99e5af2a6,https://my.triveapp.com/spaces/56936bb72bea66f99e5af2a6/topics//feed,,569368342bea66f99e5af2a4,,Created comment,Created comment,,,,,,,,True,True,569368342bea66f99e5af2a4,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,,feed,768,1366,,,KLS3551 Kulturledelse,1454284755,2016-02-01 00:59:15,,all,,,2016-01-11T15:07:23,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,,569368472bea66f99e5af2a5,,Viewed /auth/login Page,Viewed /auth/login Page,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/auth/login,,,,,,,,Windows,/auth/login,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318726,2016-02-01 10:25:26,Trive - Master anything,all,,,2016-01-11T14:50:00,https://my.triveapp.com/auth/login,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,,569368472bea66f99e5af2a5,,Logged in,Logged in,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318727,2016-02-01 10:25:27,,all,,,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics//feed Page,Viewed feed/all,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics//feed,,,,,,,,Windows,/auth/login,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318727,2016-02-01 10:25:27,Trive - Master anything,all,,,2016-01-11T14:50:00,https://my.triveapp.com/auth/login,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,,569368472bea66f99e5af2a5,,Selected topic,Selected topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318732,2016-02-01 10:25:32,,all,56937ca93844fb2600a93b35,Persepsjon,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,,569368472bea66f99e5af2a5,,Viewed /spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed Page,Viewed feed/topic,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,,,,,,,Windows,/spaces/56936bd32bea66f99e5af2a7/topics//feed,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318732,2016-02-01 10:25:32,Trive - Master anything,persepsjon,,,2016-01-11T14:50:00,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics//feed,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,569368472bea66f99e5af2a5,,Created post,Created post,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,56af16994377f52300234a9d,Persepsjon,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318762,2016-02-01 10:26:02,,persepsjon,,,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,,,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,569368472bea66f99e5af2a5,,Uploaded file,Uploaded file,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318807,2016-02-01 10:26:47,,persepsjon,,,2016-01-11T14:50:00,,False,,,
Chrome,48.0,Moss,,,,Økt 4_Persepsjon_Trive.ppt,file,2016-01-10T21:05:41,56936bd32bea66f99e5af2a7,https://my.triveapp.com/spaces/56936bd32bea66f99e5af2a7/topics/persepsjon/feed,,569368472bea66f99e5af2a5,,Created content,Created content,,,,,,,,True,True,569368472bea66f99e5af2a5,$direct,$direct,2.7.2,,,,,,,NO,web,,,,,,,,,Windows,,,,,,,Østfold,feed,768,1366,,,ORG3402 Organisasjonsatferd og ledelse,1454318826,2016-02-01 10:27:06,,persepsjon,,,2016-01-11T14:50:00,,False,,,
